xpath,label-key,index,guidance,file
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/PHONE,address_phone,I.1.9,Map to the party's `.contactPoint.telephone`,F24_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/E_MAIL,address_email,I.1.10,Map to the party's `.contactPoint.email`,F24_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/FAX,address_fax,I.1.11,Map to the party's `.contactPoint.faxNumber`,F24_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/URL_GENERAL,url_general,I.1.12.1,Map to the party's `.details.url`,F24_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/URL_BUYER,url_buyerprofile,I.1.12.2,Map to the party's `.details.buyerProfile`,F24_2014.csv
/CONTRACTING_BODY/DOCUMENT_FULL,address_obtain_docs,I.3.1,"Discard. If no `ParticipationFee` object in the `tender.participationFees` array has a `.type` of 'document', then access is unrestricted.",F24_2014.csv
/CONTRACTING_BODY/DOCUMENT_RESTRICTED,docs_restricted,I.3.2,"Add a `ParticipationFee` object to the `tender.participationFees` array, set its `.type` to 'document', and set its `.id` to '1'.",F24_2014.csv
/CONTRACTING_BODY/URL_DOCUMENT,,no index,"Map to the party's `.contactPoint.url`. If there is no URL scheme, prefix by 'http://'.",F24_2014.csv
/CONTRACTING_BODY/ADDRESS_FURTHER_INFO_IDEM,as_contacts_above,I.3.3.1,Discard. Additional information can be obtained from the abovementioned address unless otherwised specified.,F24_2014.csv
/CONTRACTING_BODY/ADDRESS_FURTHER_INFO,address_another,I.3.3.2,"If only the contact person is different, get the `Organization` object for the buyer, add a `ContactPoint` object to its `.additionalContactPoints` array, and set its [fields as above](#/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/CONTACT_POINT).\n\nOtherwise, [add a party](../../operations/#add-a-party), add 'processContactPoint' to its `.roles`, and set its [fields as above](#/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/OFFICIALNAME).",F24_2014.csv
/CONTRACTING_BODY/URL_PARTICIPATION,address_send_tenders,I.3.4.1,"Add 'electronicSubmission' to `tender.submissionMethod`, and map to `tender.submissionMethodDetails`\n\nIf *to the following address* is selected, this results in a loss of structure. (WARNING #27)",F24_2014.csv
/CONTRACTING_BODY/ADDRESS_PARTICIPATION_IDEM,address_to_above,I.3.4.1.1,"Add 'written' to `tender.submissionMethod`, and discard. Tenders or requests to participate must be submitted to the abovementioned address unless otherwised specified.",F24_2014.csv
/CONTRACTING_BODY/ADDRESS_PARTICIPATION,address_following,I.3.4.1.2,"Add 'written' to `tender.submissionMethod`, and map to `tender.submissionMethodDetails` as a formatted address string\n\nIf *electronically via* is checked, this results in a loss of structure. (WARNING #27)",F24_2014.csv
/CONTRACTING_BODY/URL_TOOL,url_communication_tools,I.3.5,Map to `tender.communication.atypicalToolUrl`,F24_2014.csv
/CONTRACTING_BODY/CA_TYPE,ca_type,I.4,"Get the `Organization` object for the buyer, and add a `Classification` object to its `.details.classifications` array. Set the classification's `.scheme` to 'TED_CA_TYPE', and set its `.id` and/or `.description` as follows:",F24_2014.csv
/CONTRACTING_BODY/CA_TYPE_OTHER,other_type,no index,Map to `.description` (`.id` won't be set),F24_2014.csv
/CONTRACTING_BODY/CA_ACTIVITY,mainactivity,I.5,"Get the `Organization` object for the buyer, and add a `Classification` object to its `.details.classifications` array. Set the classification's `.scheme` to ['COFOG'](https://unstats.un.org/unsd/publications/catalogue?selectID=145), and set its `.id` and/or `.description` as follows:",F24_2014.csv
/CONTRACTING_BODY/CA_ACTIVITY_OTHER,other_activity,no index,Map to `.description` (`.id` won't be set),F24_2014.csv
/CONTRACTING_BODY/CE_ACTIVITY,mainactivity,I.6,"Get the `Organization` object for the buyer, and add a `Classification` object to its `.details.classifications` array. Set the classification's `.scheme` to 'TED_CE_ACTIVITY', and set its `.id` and/or `.description` as follows:\n\n(The codes are drawn from [Directive 2014/25/EU](https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX%3A32014L0025#L_2014094EN.01033901))",F24_2014.csv
/CONTRACTING_BODY/CE_ACTIVITY_OTHER,other_activity,no index,Map to `.description` (`.id` won't be set),F24_2014.csv
/OBJECT_CONTRACT,object,II,,F24_2014.csv
/OBJECT_CONTRACT/TITLE,title_contract,II.1.1,Map to `tender.title`,F24_2014.csv
/OBJECT_CONTRACT/REFERENCE_NUMBER,fileref,II.1.1.1,"If not set, let *Reference number* be equal to the `ocid` value. Map to `tender.id` (string).",F24_2014.csv
/OBJECT_CONTRACT/CPV_MAIN,,no index,,F24_2014.csv
/OBJECT_CONTRACT/CPV_MAIN/CPV_CODE,cpv_main,II.1.2,"Set `tender.classification.scheme` to 'CPV', take the CPV code in the `CODE` attribute, and map to `tender.classification.id`",F24_2014.csv
/OBJECT_CONTRACT/CPV_MAIN/CPV_SUPPLEMENTARY_CODE,cpv_supplem,II.1.2.1,"For each `CODE` attribute, add a `Classification` object to the `tender.additionalClassifications` array, set its `.scheme` to 'CPVS', prefix by the *Main CPV code*, and map to its `.id`. Remove any duplicate entries from the `tender.additionalClassifications` array.",F24_2014.csv
/OBJECT_CONTRACT/TYPE_CONTRACT,type_contract,II.1.3,Set `tender.mainProcurementCategory` as follows:,F24_2014.csv
/OBJECT_CONTRACT/SHORT_DESCR,descr_short,II.1.4,Map to `tender.description`,F24_2014.csv
/OBJECT_CONTRACT/VAL_ESTIMATED_TOTAL,value_excl_vat,II.1.5.1,Map to `tender.value.amount`,F24_2014.csv
/OBJECT_CONTRACT/VAL_ESTIMATED_TOTAL/@CURRENCY,currency,II.1.5.2,Map to `tender.value.currency`,F24_2014.csv
/OBJECT_CONTRACT/LOT_DIVISION,_yes,II.1.6.1,"Discard. If `tender.lots` contains more than one object, then the contract is divided into lots.",F24_2014.csv
/OBJECT_CONTRACT/NO_LOT_DIVISION,_no,no index,"Discard. If `tender.lots` contains one or fewer objects, then the contract isn't divided into lots.",F24_2014.csv
/OBJECT_CONTRACT/LOT_DIVISION/LOT_ALL,lots_all,II.1.6.2.1,"Set `tender.lotDetails.maximumLotsBidPerSupplier` to the number (not the string) 1e9999 (which parses to infinity i.e. ""all"")",F24_2014.csv
/OBJECT_CONTRACT/LOT_DIVISION/LOT_MAX_NUMBER,lots_max,II.1.6.2.2,Map to `tender.lotDetails.maximumLotsBidPerSupplier`,F24_2014.csv
/OBJECT_CONTRACT/LOT_DIVISION/LOT_ONE_ONLY,lot_one_only,II.1.6.2.3,Set `tender.lotDetails.maximumLotsBidPerSupplier` to 1,F24_2014.csv
/OBJECT_CONTRACT/LOT_DIVISION/LOT_MAX_ONE_TENDERER,lots_max_awarded,II.1.6.3,Map to `tender.lotDetails.maximumLotsAwardedPerSupplier`,F24_2014.csv
/OBJECT_CONTRACT/LOT_DIVISION/LOT_COMBINING_CONTRACT_RIGHT,lots_combination_possible,II.1.6.4,Map to `tender.lotDetails.awardCriteriaDetails`,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR,description,II.2,"Add a `Lot` object to the `tender.lots` array, and add an `Item` object to the `tender.items` array. Set the lot's `.status` to the same value as `tender.status`.\n\n**F12, F13**: Instead, do nothing.",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/@ITEM,,no index,Discard,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/TITLE,title_contract,II.2.1,Map to the lot's `.title`,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/LOT_NO,lot_number,II.2.1.1,"If not set, let *Lot No* be '1'. Map to the lot's `.id` (string), map to the item's `.id` (string), and map to the item's `.relatedLot` (string).",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/CPV_ADDITIONAL,cpv_additional,II.2.2,,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/CPV_ADDITIONAL/CPV_CODE,cpv_main,II.2.2.1,"For each `CODE` attribute, add a `Classification` object to the item's `.additionalClassifications` array, set its `.scheme` to 'CPV', and map to its `.id`. Remove any duplicate entries from the item's `.additionalClassifications` array.\n\n**F12, F13**: Instead, for each `CODE` attribute, add a `Classification` object to the `tender.additionalClassifications` array, set its `.scheme` to 'CPV', and map to its `.id`. Remove any duplicate entries from the `tender.additionalClassifications` array.",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/CPV_ADDITIONAL/CPV_SUPPLEMENTARY_CODE,cpv_supplem,II.2.2.2,"For each `CODE` attribute, add a `Classification` object to the item's `.additionalClassifications` array, set its `.scheme` to 'CPVS', prefix by the *Main CPV code*, and map to its `.id`. Remove any duplicate entries from the item's `.additionalClassifications` array.\n\n**F12, F13**: Instead, for each `CODE` attribute, add a `Classification` object to the `tender.additionalClassifications` array, set its `.scheme` to 'CPVS', prefix by the *Main CPV code*, and map to its `.id`. Remove any duplicate entries from the `tender.additionalClassifications` array.",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/NUTS,nutscode,II.2.3.1,"For each `NUTS` element, take the NUTS code in its `CODE` attribute, add an `Address` object to the item's `.deliveryAddresses` array, and map to its `.region`.\n\nThere's an open issue ([#739](https://github.com/open-contracting/standard/issues/739)) about region codes. (ISSUE)",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/MAIN_SITE,mainsiteplace_works_delivery,II.2.3.2,Map to the item's `.deliveryLocation.description`,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/SHORT_DESCR,descr_procurement,II.2.4,"Map to the lot's `.description`\n\n**F12, F13**: Instead, map to `tender.description`",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/AC,award_criteria,II.2.5,,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_PROCUREMENT_DOC,award_criteria_in_docs,tbd,"Discard. If the lot's `.awardCriteria.criteria` isn't set, then price is not the only award criterion and all criteria are stated only in the procurement documents.",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/AC/AC_CRITERION,criteria,tbd,"Add an `AwardCriterion` object to the lot's `.awardCriteria.criteria` array (`.awardCriteria` is an object), and map to the criterion's `.name`",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/VAL_OBJECT,value_excl_vat,II.2.6.1,Map to the lot's `.value.amount`,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/VAL_OBJECT/@CURRENCY,currency,no index,Map to the lot's `.value.currency`,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/DURATION,duration_concession,II.2.7,,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/DATE_START,starting,II.2.7.2,Map to the lot's `.contractPeriod.startDate`,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/DATE_END,end,II.2.7.3,Map to the lot's `.contractPeriod.endDate`,F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/EU_PROGR_RELATED,_yes,II.2.13.1,"* Get the `Organization` object whose `.name` is 'European Union'. If none exists yet:\n  * [Add a party](../../operations/#add-a-party)\n  * Set its `.name` to 'European Union'\n* Add 'funder' to its `.roles`\n\n* Get the `Finance` object whose `.description` is the *Identification of the project*. If none exists yet:\n  * Add a `Finance` object to the `planning.budget.finance` array\n  * Map the *Identification of the project* to its `.description`\n  * Set its `.id` incrementally\n  * Set its `.financingParty.name` to 'European Union'\n  * Set its `.financingParty.id` to the party's `.id`\n* Add the lot's `.id` to the Finance object's `.relatedLots` (**F12, F13**: Instead, do nothing)\n\nIn [future forms](https://github.com/eForms/eForms/issues/181#issuecomment-439861320), this field will be de-emphasized.",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/NO_EU_PROGR_RELATED,_no,no index,"Discard. If there's no party with the role 'funder' and the name 'European Union', then the procurement isn't related to a project and/or programme financed by European Union funds.",F24_2014.csv
/OBJECT_CONTRACT/OBJECT_DESCR/INFO_ADD,info_additional,II.2.14,Append to the lot's `.description`\n\nThis results in a loss of structure. (WARNING #28),F24_2014.csv
/LEFTI,info_legal,III,"The standard forms express exclusion grounds and selection criteria in this section as unstructured text. In the introductory note to its [eForms consultation](https://github.com/eForms/eForms), the European Commission had proposed to create an extension to eForms to implement the [European Single Procurement Document (ESPD)](http://ec.europa.eu/growth/single-market/public-procurement/e-procurement/espd/) [Exchange Data Model](https://github.com/ESPD/ESPD-EDM), which expresses this information as structured data, following the model of the [Core Criterion and Core Evidence Vocabulary](https://joinup.ec.europa.eu/solution/core-criterion-and-core-evidence-vocabulary).",F24_2014.csv
/LEFTI/SUITABILITY,descr_brief_cond_indication,III.1.1,"Add a `SelectionCriterion` object to the `tender.selectionCriteria.criteria` array, set its `.type` to 'suitability', and map to its `.description`.",F24_2014.csv
/LEFTI/ECONOMIC_CRITERIA_DOC,criteria_selection_docs,no index,"Add a `SelectionCriterion` object to the `tender.selectionCriteria.criteria` array, set its `.type` to 'economic', and set its `.description` to ""As stated in the procurement documents"".",F24_2014.csv
/LEFTI/ECONOMIC_FINANCIAL_INFO,descr_brief_indication,III.1.2.1,"Add a `SelectionCriterion` object to the `tender.selectionCriteria.criteria` array, set its `.type` to 'economic', and map to its `.description`.",F24_2014.csv
/LEFTI/ECONOMIC_FINANCIAL_MIN_LEVEL,min_standards_required,III.1.2.2,"Get the `SelectionCriterion` object whose `.type` is 'economic'; if none exists, add a `SelectionCriterion` object to the `tender.selectionCriteria.criteria` array, and set its `.type` to 'economic'. Then, map to its `.minimum`.",F24_2014.csv
/LEFTI/TECHNICAL_CRITERIA_DOC,criteria_selection_docs,no index,"Add a `SelectionCriterion` object to the `tender.selectionCriteria.criteria` array, set its `.type` to 'technical', and set its `.description` to ""As stated in the procurement documents"".",F24_2014.csv
/LEFTI/TECHNICAL_PROFESSIONAL_INFO,descr_brief_indication,III.1.3.1,"Add a `SelectionCriterion` object to the `tender.selectionCriteria.criteria` array, set its `.type` to 'technical', and map to its `.description`.",F24_2014.csv
/LEFTI/TECHNICAL_PROFESSIONAL_MIN_LEVEL,min_standards_required,III.1.3.2,"Get the `SelectionCriterion` object whose `.type` is 'technical'. If none exists, add a `SelectionCriterion` object to the `tender.selectionCriteria.criteria` array, and set its `.type` to 'technical'. Then, map to its `.minimum`.",F24_2014.csv
/LEFTI/RESTRICTED_SHELTERED_WORKSHOP,restricted_sheltered_workshop_concess,III.1.5.1,Add 'shelteredWorkshop' to the `tender.otherRequirements.reservedParticipation` array,F24_2014.csv
/LEFTI/RESTRICTED_SHELTERED_PROGRAM,restricted_sheltered_program_concess,III.1.5.2,Set `tender.contractTerms.reservedExecution` to `true`,F24_2014.csv
/LEFTI/PARTICULAR_PROFESSION,particular_profession_reserved,III.2.1.1,"Add a `SelectionCriterion` object to the `tender.selectionCriteria.criteria` array and set its `.type` to 'technical'. If *Reference to the relevant law, regulation or administrative provision* is set, map it to the criterion's `.description`. Otherwise, set the criterion's `.description` to 'Execution of the service is reserved to a particular profession'.",F24_2014.csv
/LEFTI/REFERENCE_TO_LAW,ref_law_reg_prov,III.2.1.2,See *Execution of the service is reserved to a particular profession*,F24_2014.csv
/LEFTI/PERFORMANCE_CONDITIONS,concession_performance_conditions,III.2.2,Map to `tender.contractTerms.performanceTerms`,F24_2014.csv
/LEFTI/PERFORMANCE_STAFF_QUALIFICATION,staff_responsible_indicate_concess,III.2.3,Set `tender.otherRequirements.requiresStaffNamesAndQualifications` to `true`,F24_2014.csv
/PROCEDURE,procedure,IV,,F24_2014.csv
/PROCEDURE/CONTRACT_COVERED_GPA,_yes,IV.1.8,Add 'GPA' to the `tender.coveredBy` array,F24_2014.csv
/PROCEDURE/NO_CONTRACT_COVERED_GPA,_no,no index,"Discard. If 'GPA' isn't in the `tender.coveredBy` array, then the procurement isn't covered by the GPA.",F24_2014.csv
/PROCEDURE/DATE_RECEIPT_TENDERS,date,IV.2.2,Map to the date component of `tender.tenderPeriod.endDate`,F24_2014.csv
/PROCEDURE/TIME_RECEIPT_TENDERS,time,IV.2.3,Map to the time component of `tender.tenderPeriod.endDate`,F24_2014.csv
/PROCEDURE/LANGUAGES,languages_allowed,no index,,F24_2014.csv
/PROCEDURE/LANGUAGES/LANGUAGE,,IV.2.4,Lowercase and add to the `tender.submissionTerms.languages` array,F24_2014.csv
/COMPLEMENTARY_INFO,info_complement,VI,,F24_2014.csv
/COMPLEMENTARY_INFO/RECURRENT_PROCUREMENT,_yes,VI.1.1,Set `tender.hasRecurrence` to `true`,F24_2014.csv
/COMPLEMENTARY_INFO/ESTIMATED_TIMING,further_notices_timing,VI.1.2,Map to `tender.recurrence.description`,F24_2014.csv
/COMPLEMENTARY_INFO/NO_RECURRENT_PROCUREMENT,_no,no index,Set `tender.hasRecurrence` to `false`,F24_2014.csv
/COMPLEMENTARY_INFO/EORDERING,eordering_used,VI.2.1,Set `tender.contractTerms.hasElectronicOrdering` to `true`,F24_2014.csv
/COMPLEMENTARY_INFO/EINVOICING,einvoicing_used,VI.2.2,Set `tender.contractTerms.electronicInvoicingPolicy` to 'allowed',F24_2014.csv
/COMPLEMENTARY_INFO/EPAYMENT,epayment_used,VI.2.3,Set `tender.contractTerms.hasElectronicPayment` to `true`,F24_2014.csv
/COMPLEMENTARY_INFO/INFO_ADD,info_additional,VI.3,Map to the release's `description`,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY,appeals_body,VI.4.1,"[Add a party](../../operations/#add-a-party), and add 'reviewBody' to its `.roles`",F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/OFFICIALNAME,name_official,VI.4.1.1,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/OFFICIALNAME,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/ADDRESS,address_postal,VI.4.1.2,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/ADDRESS,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/TOWN,address_town,VI.4.1.3,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/TOWN,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/POSTAL_CODE,address_postcode,VI.4.1.4,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/POSTAL_CODE,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/COUNTRY,address_country,VI.4.1.5,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/COUNTRY,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/PHONE,address_phone,VI.4.1.7,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/PHONE,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/E_MAIL,address_email,VI.4.1.6,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/E_MAIL,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/FAX,address_fax,VI.4.1.9,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/FAX,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_BODY/URL,internet,VI.4.1.8,/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/URL_GENERAL,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_MEDIATION_BODY,mediation_body,VI.4.2,"[Add a party](../../operations/#add-a-party), and add 'mediationBody' to its `.roles`",F24_2014.csv
/COMPLEMENTARY_INFO/REVIEW_PROCEDURE,appeals_deadline,VI.4.3,Map to `tender.reviewDetails`,F24_2014.csv
/COMPLEMENTARY_INFO/ADDRESS_REVIEW_INFO,appeals_info,VI.4.4,"[Add a party](../../operations/#add-a-party), and add 'reviewContactPoint' to its `.roles`",F24_2014.csv
/COMPLEMENTARY_INFO/DATE_DISPATCH_NOTICE,date_dispatch,VI.5,Map to `date`,F24_2014.csv
/@LG,,no index,"Lowercase, and map to `language`",F25_2014.csv
/@CATEGORY,,no index,Discard. TED translates at form-level. OCDS translates at field-level.,F25_2014.csv
/LEGAL_BASIS,,no index,"Set `tender.legalBasis.scheme` to ['CELEX'](https://eur-lex.europa.eu/content/help/faq/intro.html#help8), and map to `tender.legalBasis.id`",F25_2014.csv
/LEGAL_BASIS_OTHER,,no index,"Set `tender.legalBasis.scheme` to 'CELEX', and map to `tender.legalBasis.id`",F25_2014.csv
/CONTRACTING_BODY,ca_ce,I,,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY,name_address_contact,I.1,"[Add a party](../../operations/#add-a-party), and add 'buyer' to its `.roles`\n\nSet `buyer.id` to its `.id`, and set `buyer.name` to its [`.name`](#/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/OFFICIALNAME)",F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/OFFICIALNAME,name_official,I.1.1,Map to the party's `.name` and `.identifier.legalName`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/NATIONALID,national_id,I.1.2,"Map to the party's `.identifier.id`, and [set `.identifier.scheme`](https://standard.open-contracting.org/1.1/en/schema/identifiers/#organization-ids)",F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/ADDRESS,address_postal,I.1.3,Map to the party's `.address.streetAddress`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/TOWN,address_town,I.1.4,Map to the party's `.address.locality`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/NUTS,nutscode,I.1.5,"Take the NUTS code in the `CODE` attribute, and map to the party's `.address.region`\n\nThere's an open issue ([#739](https://github.com/open-contracting/standard/issues/739)) about region codes. (ISSUE)",F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/POSTAL_CODE,address_postcode,I.1.6,Map to the party's `.address.postalCode`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/COUNTRY,address_country,I.1.7,"Take the country code in the `VALUE` attribute, translate to a country name, and map to the party's `.address.countryName`\n\nThere's an open issue ([#524](https://github.com/open-contracting/standard/issues/524)) to add a `.countryCode` field to the `Address` object, to avoid translation. (ISSUE)",F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/CONTACT_POINT,contactpoint,I.1.8,Map to the party's `.contactPoint.name`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/PHONE,address_phone,I.1.9,Map to the party's `.contactPoint.telephone`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/E_MAIL,address_email,I.1.10,Map to the party's `.contactPoint.email`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/FAX,address_fax,I.1.11,Map to the party's `.contactPoint.faxNumber`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/URL_GENERAL,url_general,I.1.12.1,Map to the party's `.details.url`,F25_2014.csv
/CONTRACTING_BODY/ADDRESS_CONTRACTING_BODY/URL_BUYER,url_buyerprofile,I.1.12.2,Map to the party's `.details.buyerProfile`,F25_2014.csv
/CONTRACTING_BODY/CA_TYPE,ca_type,I.4,"Get the `Organization` object for the buyer, and add a `Classification` object to its `.details.classifications` array. Set the classification's `.scheme` to 'TED_CA_TYPE', and set its `.id` and/or `.description` as follows:",F25_2014.csv
/CONTRACTING_BODY/CA_TYPE_OTHER,other_type,no index,Map to `.description` (`.id` won't be set),F25_2014.csv
/CONTRACTING_BODY/CA_ACTIVITY,mainactivity,I.5,"Get the `Organization` object for the buyer, and add a `Classification` object to its `.details.classifications` array. Set the classification's `.scheme` to ['COFOG'](https://unstats.un.org/unsd/publications/catalogue?selectID=145), and set its `.id` and/or `.description` as follows:",F25_2014.csv
/CONTRACTING_BODY/CA_ACTIVITY_OTHER,other_activity,no index,Map to `.description` (`.id` won't be set),F25_2014.csv
/CONTRACTING_BODY/CE_ACTIVITY,mainactivity,I.6,"Get the `Organization` object for the buyer, and add a `Classification` object to its `.details.classifications` array. Set the classification's `.scheme` to 'TED_CE_ACTIVITY', and set its `.id` and/or `.description` as follows:\n\n(The codes are drawn from [Directive 2014/25/EU](https://eur-lex.europa.eu/legal-content/en/TXT/?uri=CELEX%3A32014L0025#L_2014094EN.01033901))",F25_2014.csv
/CONTRACTING_BODY/CE_ACTIVITY_OTHER,other_activity,no index,Map to `.description` (`.id` won't be set),F25_2014.csv
/OBJECT_CONTRACT,object,II,,F25_2014.csv
/OBJECT_CONTRACT/TITLE,title_contract,II.1.1,Map to `tender.title`,F25_2014.csv
/OBJECT_CONTRACT/REFERENCE_NUMBER,fileref,II.1.1.1,"If not set, let *Reference number* be equal to the `ocid` value. Map to `tender.id` (string).",F25_2014.csv
/OBJECT_CONTRACT/CPV_MAIN,,no index,,F25_2014.csv
/OBJECT_CONTRACT/CPV_MAIN/CPV_CODE,cpv_main,II.1.2,"Set `tender.classification.scheme` to 'CPV', take the CPV code in the `CODE` attribute, and map to `tender.classification.id`",F25_2014.csv
